Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Product_ID,Product,Amount_INR,Channel,Branch_Name,State,RM_Name,Status,Narration,GST_INR,Processing_Fee_INR,Net_Amount_INR
TXN2683290,CUST84473,30-05-2010,Cash Deposit,PRD0006,  Business Loan,1102398.25,NEFT/RTGS,North Zone,Telangana,  Amit Patel,Completed,Cash Deposit - Business Loan - May 2010,198431.68,131.94,903834.63
TXN2537272,CUST38329,18-Jul-25,Cash Deposit,PRD0003,  Auto Loan,288155.35,Branch,  North Zone,Haryana,RAMESH YADAV,Completed,Cash Deposit - Gold Loan - Jul 2025,51867.96,283.61,236003.78
TXN3651861,CUST58140,01-01-2010,transfer,PRD0014,OD Facility,4746509.69,NEFT/RTGS,EAST ZONE,Odisha,Rajesh Sharma,Reversed,Transfer - OD Facility - Jan 2010,854371.74,104.36,3892033.59
TXN7819007,CUST96363,06-Oct-25,Transfer,PRD0014,OD Facility,Rs.2409854.19,pos,South Zone,Madhya Pradesh,Nitin Joshi,Reversed,Transfer - OD Facility - Oct 2025,0,398.35,2409455.84
TXN9371812,CUST12050,31-03-2011,Debit,PRD0013,Insurance,1500896.49,POS,North Zone,Andhra Pradesh,Sanjay Gupta,Completed,Debit - Insurance - Mar 2011,270161.37,278.17,1230456.95
TXN6509740,CUST16076,19-12-2013,EMI Payment,PRD0002,personal loan,Rs.2191555.59,POS,West Zone,Punjab,  Nitin Joshi,Under Review,EMI Payment - Personal Loan - Dec 2013,394480.01,126.03,1796949.55
TXN6249405,CUST64419,26-11-2017,CASH DEPOSIT,PRD0002,Personal Loan,3917249.03,Mobile App,North Zone,Maharashtra,Nitin Joshi,Reversed,Cash Deposit - Personal Loan - Feb 2021,705104.83,40.16,3212104.04
TXN3534113,CUST78742,04-05-2017,Transfer,PRD0006,Business Loan,2262649.15,Internet Banking,East Zone,Haryana,LALITA DEVI,Reversed,Transfer - Business Loan - Nov 2020,407276.85,98.14,1855274.16
TXN1642597,CUST84912,22-10-2022,Cash Deposit,PRD0006,Business Loan,4119100.7,Branch,North Zone,Madhya Pradesh,Anita Bose,Completed,Cash Deposit - Business Loan - Jan 2019,0,84.2,4119016.5
TXN9613964,CUST29482,10-03-2016,Transfer,PRD0004,Gold Loan,4047019.13,POS,South Zone,Tamil Nadu,Meena Iyer,Completed,Transfer - Gold Loan - Mar 2016,728463.44,402.54,3318153.15
TXN4882892,CUST43518,17-05-2011,UPI,PRD0001,Home Loan,Rs.29576.16,ATM,South Zone,Maharashtra,KAVITHA SUBRAMANIAN,Completed,UPI - Home Loan - Jan 2017,0,357.28,29218.88
TXN1801365,CUST27295,09-05-2017,UPI,PRD0011,Recurring Deposit,250141.56,  Phone Banking,  Central Zone,Karnataka,Arun Mehta,Reversed,UPI - Recurring Deposit - May 2017,0,164.2,249977.36
TXN6796972,CUST96752,25-11-2021,UPI,PRD0012,Mutual Fund,610863.06,Phone Banking,North Zone,Kerala,Mohan Das,Completed,Interest Credit - Mutual Fund - Nov 2021,0,43.9,610819.16
TXN4406862,CUST96200,01-Feb-11,Transfer,PRD0010,Fixed Deposit,3372088.85,Internet Banking,South Zone,Andhra Pradesh,lalita devi,Reversed,Transfer - Fixed Deposit - Feb 2011,606975.99,25.62,2765087.24
TXN5696756,CUST80593,03-03-2017,Cash Withdrawal,PRD0007,Loan Against Property,3803267.88,Mobile App,  Central Zone,Maharashtra,Lalita Devi,Reversed,Cash Withdrawal - Loan Against Property - Mar 2017,Rs.0,458.07,3802809.81
TXN5337005,CUST84341,23-03-2025,upi,PRD0001,Home Loan,1552018.11,Phone Banking,Central Zone,Andhra Pradesh,Mohan Das,Failed,UPI - Home Loan - Oct 2019,0,214.37,1551803.74
TXN5942647,CUST47594,09-05-2023,credit,PRD0008,Credit Card,3154707.83,ATM,NORTH ZONE,Gujarat,Arun Mehta,Completed,Credit - Credit Card - Jul 2025,0,69.3,3154638.53
TXN5467089,CUST77552,01-Feb-20,  Cash Withdrawal,PRD0006,BUSINESS LOAN,Rs.4644530.87,ATM,North Zone,Telangana,RAMESH YADAV,SUCCESS,Cash Withdrawal - Business Loan - Feb 2020,836015.56,78.39,3808436.92
TXN8681775,CUST13906,11-07-2016,RTGS,PRD0012,Mutual Fund,677919.71,Branch,SOUTH ZONE,Tamil Nadu,Sunita Rao,Completed,RTGS - Mutual Fund - Jul 2011,0,252.18,Rs.677667.53
TXN2347136,CUST28659,11-Nov-19,interest credit,PRD0013,Insurance,2433312.76,NEFT/RTGS,  South Zone,Karnataka,Ramesh Yadav,Pending,Interest Credit - Insurance - Nov 2019,437996.3,38.91,1995277.55
TXN7727219,CUST27705,30-Aug-18,UPI,PRD0001,Home Loan,575092.19,ATM,EAST ZONE,west bengal,Sanjay Gupta,Reversed,UPI - Home Loan - Aug 2018,Rs.103516.59,299.95,471275.65
TXN4915525,CUST13406,21-07-2014,RTGS,PRD0007,loan against property,2687964.31,Internet Banking,Central Zone,Delhi,Amit Patel,Under Review,RTGS - Loan Against Property - Jul 2014,0,333.2,Rs.2687631.11
TXN2294348,CUST84912,22-10-2022,Penalty Charge,PRD0014,OD Facility,2063247.15,  Mobile App,West Zone,Andhra Pradesh,Ramesh Yadav,Failed,Penalty Charge - OD Facility - Oct 2010,371384.49,216.97,1691645.69
TXN3189991,CUST81646,06-Jun-14,RTGS,PRD0011,RECURRING DEPOSIT,2749840.74,POS,West Zone,Odisha,Ramesh Yadav,Pending,RTGS - Recurring Deposit - Jun 2014,494971.33,386.86,2254482.55
TXN6143988,CUST87303,05-03-2017,Loan Disbursal,PRD0011,Recurring Deposit,1692488.55,ATM,East Zone,Punjab,Rajesh Sharma,Reversed,Penalty Charge - Recurring Deposit - Mar 2017,0,142.22,1692346.33
TXN3763026,CUST87303,31-10-2015,Credit,PRD0004,Gold Loan,4029214.68,Branch,East Zone,Rajasthan,Kavitha Subramanian,Pending,Credit - Gold Loan - Mar 2015,725258.64,329.43,3303626.61
TXN9555281,CUST28350,09-02-2020,UPI,PRD0011,Recurring Deposit,1479447.61,pos,North Zone,Madhya Pradesh,Sanjay Gupta,SUCCESS,UPI - Recurring Deposit - Feb 2020,0,0,1479051.49
TXN2486356,CUST96169,07-01-2018,Cash Withdrawal,PRD0013,INSURANCE,3717025.24,Internet Banking,East Zone,Uttar Pradesh,Mohan Das,Pending,Cash Withdrawal - Insurance - Jul 2018,669064.54,0,3047902.21
TXN3072188,CUST28322,29-Oct-18,  Transfer,PRD0009,Savings Account,367084.64,Branch,North Zone,Madhya Pradesh,  Amit Patel,Under Review,Transfer - Savings Account - Oct 2018,66075.24,76.09,300933.31
TXN9322041,CUST20127,10-Dec-23,Credit,PRD0009,Savings Account,1277044.02,atm,West Zone,Maharashtra,Arun Mehta,Pending,Credit - Savings Account - Dec 2023,0,371.25,1276672.77
TXN1299553,CUST34420,06-05-2017,UPI,PRD0007,  Loan Against Property,4589736.94,Branch,Central Zone,Gujarat,Kavitha Subramanian,Failed,UPI - Loan Against Property - Dec 2022,826152.65,240.84,3763343.45
TXN1727068,CUST78116,10-02-2015,Cash Withdrawal,PRD0008,Credit Card,2121041.05,  ATM,Central Zone,Kerala,meena iyer,Completed,Cash Withdrawal - Credit Card - Sep 2021,0,377.67,2120663.38
TXN4142479,CUST75191,21-Sep-11,Cash Withdrawal,PRD0007,loan against property,3381782.88,ATM,south zone,Gujarat,Priya Nair,Failed,Cash Withdrawal - Loan Against Property - Sep 2011,0,173.96,3381608.92
TXN3367380,CUST27495,10-06-2025,Cash Deposit,PRD0008,credit card,4706295.44,branch,East Zone,andhra pradesh,Deepa Krishnan,Pending ,Cash Deposit - Credit Card - Feb 2015,0,207.01,4706088.43
TXN2547607,CUST31660,27-10-2011,Credit,PRD0006,Business Loan,3582042.98,Internet Banking,North Zone,Uttar Pradesh,Nitin Joshi,Failed,Credit - Business Loan - Oct 2011,0,92.68,2937182.56
TXN8150871,CUST49703,19-May-19,TRANSFER,PRD0012,Mutual Fund,Rs.586836.78,NEFT/RTGS,North Zone,  West Bengal,Anita Bose,Failed,Transfer - Mutual Fund - May 2019,0,418.85,586417.93
TXN8711478,CUST96363,17-11-2022,NEFT,PRD0006,Business Loan,293490.31,Branch,West Zone,Karnataka,RAMESH YADAV,Reversed,NEFT - Business Loan - Nov 2022,0,340.53,293149.78
TXN4637237,CUST60326,11-01-2022,NEFT,PRD0006,Business Loan,2016637.78,POS,West Zone,Haryana,Arun Mehta,Failed,NEFT - Business Loan - May 2025,362994.8,88.48,1653554.5
TXN9970943,CUST26961,01-01-2025,UPI,PRD0005,Education Loan,4161406.89,mobile app,North Zone,Kerala,  Ramesh Yadav,Under Review,UPI - Education Loan - May 2015,Rs.749053.24,210.07,3412143.58
TXN6823651,CUST43619,07-01-2019,Cash Withdrawal,PRD0013,Insurance,325018.28,Branch,South Zone,Kerala,Lalita Devi,Under Review,Cash Withdrawal - Insurance - Sep 2015,0,247.26,324771.02
TXN5669200,CUST88956,01-02-2013,Penalty Charge,PRD0001,Home Loan,4442936.16,ATM,CENTRAL ZONE,Maharashtra,RAJESH SHARMA,Failed,Penalty Charge - Home Loan - Sep 2017,0,372.02,4442564.14
TXN2686789,CUST52550,10-02-2014,  NEFT,PRD0005,Education Loan,4826344.66,Mobile App,Central Zone,Andhra Pradesh,mohan das,Under Review,NEFT - Education Loan - Oct 2014,868742.04,181.45,3957421.17
TXN1070189,CUST53420,14-03-2016,Interest Credit,PRD0002,  Personal Loan,3239945.17,  Mobile App,west zone,west bengal,Lalita Devi,Failed,Interest Credit - Personal Loan - Mar 2016,0,336.1,3239609.07
TXN8255322,CUST61697,05-06-2010,Transfer,PRD0007,Loan Against Property,2758763.39,ATM,South Zone,delhi,Meena Iyer,Failed,Transfer - Loan Against Property - Jun 2010,496577.41,354.73,2261831.25
TXN7160430,CUST89405,20-07-2014,Transfer,PRD0009,Savings Account,4132186.67,Internet Banking,South Zone,Rajasthan,Nitin Joshi,Reversed,Transfer - Savings Account - Jul 2014,0,332.2,4131854.47
TXN9808268,CUST50888,09-08-2019,UPI,PRD0014,OD Facility,3451629.16,Phone Banking,South Zone,Gujarat,Arun Mehta,Completed,UPI - OD Facility - Feb 2014,621293.25,291.66,2830044.25
TXN5510178,CUST30648,11-12-2017,NEFT,PRD0017,Auto Loan,2829103.76,NEFT/RTGS,North Zone,Rajasthan,sunita rao,COMPLETED,NEFT - Auto Loan - Aug 2021,509238.68,37.59,2319827.49
TXN7318365,CUST34673,20-01-2024,RTGS,PRD0006,Business Loan,4767345.05,Phone Banking,SOUTH ZONE,Rajasthan,Divya Joshi,Under Review,RTGS - Business Loan - Jan 2024,858122.11,Rs.290.64,Rs.3908932.3
TXN6598455,CUST13406,25-04-2010,Cash Withdrawal,PRD0011,Recurring Deposit,1431377.41,Phone Banking,East Zone,Madhya Pradesh,SUNITA RAO,Pending,Cash Withdrawal - Recurring Deposit - Dec 2020,257647.93,56.46,1173673.02
TXN1552761,CUST52568,03-06-2023,Cash Withdrawal,PRD0013,insurance,4241218.45,ATM,North Zone,  Uttar Pradesh,Amit Patel,Failed,Cash Withdrawal - Insurance - Jun 2023,763419.32,476.83,3477322.3
TXN5390807,CUST63914,30-04-2018,INTEREST CREDIT,PRD0007,Loan Against Property,651876.07,atm,WEST ZONE,Tamil Nadu,PRIYA NAIR,Under Review,Interest Credit - Loan Against Property - May 2022,0,Rs.51.46,651824.61
TXN7501434,CUST84349,16-03-2013,  Cash Deposit,PRD0014,OD Facility,1181484.39,  ATM,South Zone,Maharashtra,Deepa Krishnan,Failed,IMPS - OD Facility - Mar 2013,0,78.36,1181406.03
TXN6669464,CUST34420,06-05-2017,CREDIT,PRD0004,Gold Loan,3287803.6,  Branch,  West Zone,Kerala,Deepa Krishnan,Under Review,EMI Payment - Gold Loan - Jul 2014,591804.65,Rs.432.4,3287803.6
TXN6007066,CUST68554,31-12-2025,Transfer,PRD0007,Loan Against Property,3408482.37,ATM,North Zone,Gujarat,Priya Nair,Completed,Transfer - Loan Against Property - Dec 2025,0,259.76,2794695.78
TXN1116866,CUST91292,11-11-2024,Credit,PRD0012,MUTUAL FUND,4215449.94,Branch,West Zone,andhra pradesh,Nitin Joshi,Completed,Credit - Mutual Fund - Oct 2017,758780.99,484.52,3456184.43
TXN1058643,CUST83308,06-02-2015,cash withdrawal,PRD0014,OD Facility,4895408.35,Branch,North Zone,Odisha,Priya Patel,Pending,Cash Withdrawal - OD Facility - Feb 2015,881173.5,336.81,4013898.04
TXN9736027,CUST42955,02-12-2013,Penalty Charge,PRD0006,Business Loan,4556400.77,Mobile App,west zone,Tamil Nadu,Kavitha Subramanian,SUCCESS,Penalty Charge - Business Loan - Feb 2013,820152.14,101.56,3736147.07
TXN4284968,CUST42955,12-02-2013,Penalty Charge,PRD0006,Business Loan,4556400.77,Mobile App,West Zone,Tamil Nadu,Kavitha Subramanian,Completed,Penalty Charge - Business Loan - Feb 2013,820152.14,101.56,3736147.07
TXN6812098,CUST19924,20-07-2015,cash deposit,PRD0002,Personal Loan,1850196.4,NEFT/RTGS,North Zone,Maharashtra,Sanjay Gupta,Completed,Cash Deposit - Personal Loan - Jul 2015,0,224.57,1849971.83
TXN9044833,CUST31237,27-01-2011,Cash Deposit,PRD0005,education loan,2775241.3,Mobile App,south zone,Rajasthan,Meena Iyer,Completed,Cash Deposit - Education Loan - Jan 2011,499543.43,Rs.460.85,2275237.02
TXN7868690,CUST69892,13-11-2021,NEFT,PRD0014,  OD Facility,Rs.1028205.4,  Phone Banking,Central Zone,KARNATAKA,Nitin Joshi,Under Review,NEFT - OD Facility - Nov 2021,106118.1,174.44,483252.45
TXN1213102,CUST58323,30-Jul-16,debit,PRD0008,Credit Card,2893408.23,branch,East Zone,Kerala,Deepa Krishnan,Failed,Debit - Credit Card - Jul 2016,0,379.76,2893028.47
TXN4831277,CUST38748,22-10-2022,Credit,PRD0013,INSURANCE,953680.48,Phone Banking,Central Zone,PUNJAB,Priya Nair,Reversed,Credit - Insurance - Oct 2022,0,Rs.20.15,953660.33
TXN5031816,CUST15486,06-07-2011,imps,PRD0005,Education Loan,3308089.98,ATM,CENTRAL ZONE,Delhi,Rajesh Sharma,Failed,IMPS - Education Loan - Jul 2011,595456.2,37.62,2712596.16
TXN4254686,CUST66349,13-12-2013,debit,PRD0011,Recurring Deposit,3892310.12,POS,East Zone,Telangana,LALITA DEVI,failed,Debit - Recurring Deposit - Dec 2013,700615.82,115.7,3191578.6
TXN3860061,CUST36976,24-03-2022,CASH DEPOSIT,PRD0002,personal loan,1026524.62,NEFT/RTGS,South Zone,Rajasthan,Mohan Das,Reversed,Cash Deposit - Personal Loan - Mar 2022,184774.43,382.05,841368.14
TXN7830376,CUST63848,13-12-2012,Debit,PRD0013,insurance,Rs.1017722.55,  Internet Banking,West Zone,  Odisha,Ramesh Yadav,Reversed,Debit - Insurance - Dec 2012,0,80.68,Rs.1017722.55
TXN3682075,CUST75350,02-08-2025,RTGS,PRD0012,Mutual Fund,1254751.57,POS,north zone,karnataka,Meena Iyer,Reversed,RTGS - Mutual Fund - Aug 2025,225855.28,293.83,1028602.46
TXN3924848,CUST96200,24-03-2014,TRANSFER,PRD0008,Credit Card,3161880.41,phone banking,WEST ZONE,telangana,Priya Nair,Pending,Transfer - Credit Card - Mar 2025,0,215.91,2592526.03
TXN4117533,CUST29162,10-07-2025,Cash Deposit,PRD0014,OD Facility,2722919.65,POS,North Zone,Rajasthan,Deepa Krishnan,Reversed,Cash Deposit - OD Facility - Dec 2014,0,64.97,2722854.68
TXN9509427,CUST64651,10-07-2021,EMI Payment,PRD0006,Business Loan,1713597.6,atm,West Zone,West Bengal,Mohan Das,Under Review,EMI Payment - Business Loan - Oct 2021,308447.57,69.05,1405080.98
TXN2201658,CUST82973,30-08-2022,UPI,PRD0007,loan against property,542578.59,Branch,west zone,Delhi,Kavitha Subramanian,failed,UPI - Loan Against Property - Mar 2019,97664.15,80.92,444833.52
TXN6100113,CUST21359,19-01-2018,  RTGS,PRD0017,AUTO LOAN,Rs.1028205.4,Mobile App,EAST ZONE,KERALA,Amit Patel,Reversed,RTGS - Auto Loan - Jan 2018,0,32.98,2354974.2
TXN7367425,CUST89954,09-09-2017,Penalty Charge,PRD0002,Personal Loan,4393079.33,Phone Banking,North Zone,Punjab,Ramesh Yadav,Reversed,Penalty Charge - Personal Loan - Sep 2017,790754.28,39.64,3602285.41
TXN9806207,CUST60342,23-12-2018,RTGS,PRD0003,  Auto Loan,1551823.01,NEFT/RTGS,West Zone,Kerala,Lalita Devi,Completed,RTGS - Auto Loan - Dec 2018,279328.14,Rs.25.09,1272469.78
TXN2177010,CUST83755,10-Nov-19,Debit,PRD0003,  Auto Loan,3955505.57,Mobile App,East Zone,Andhra Pradesh,MEENA IYER,Completed,Debit - Auto Loan - Nov 2019,0,298.28,3955207.29
TXN3157883,CUST31660,14-10-2011,Loan Disbursal,PRD0017,Auto Loan,4351447.44,ATM,South Zone,West Bengal,Deepa Krishnan,Failed,Loan Disbursal - Auto Loan - Oct 2011,783260.54,235.83,3567951.07
TXN7557342,CUST76448,02-09-2022,Credit,PRD0014,OD Facility,2597051.29,atm,West Zone,Telangana,Sunita Rao,Reversed,Credit - OD Facility - Sep 2022,0,493.45,2596557.84
TXN3078806,CUST42947,15-07-2022,PENALTY CHARGE,PRD0005,Education Loan,3989335.64,INTERNET BANKING,Central Zone,West Bengal,amit patel,Failed,Penalty Charge - Education Loan - Jul 2022,0,15.5,3989320.14
TXN7617162,CUST22492,20-Aug-21,Debit,PRD0004,Gold Loan,Rs.3815488.66,ATM,West Zone,Madhya Pradesh,Priya Nair,Reversed,Debit - Gold Loan - Aug 2021,686787.96,203.17,3128497.53
TXN5168199,CUST26144,25-06-2011,  NEFT,PRD0005,Education Loan,3249372.25,Mobile App,South Zone,Karnataka,Priya Nair,Under Review,NEFT - Education Loan - Aug 2024,Rs.584887.01,85.19,2664400.05
TXN6040993,CUST19508,19-06-2025,Debit,PRD0005,Education Loan,4639296.22,NEFT/RTGS,East Zone,west bengal,Arun Mehta,Reversed,Debit - Education Loan - Jun 2025,835073.32,400.76,3803822.14
TXN7106894,CUST25220,17-05-2025,  Penalty Charge,PRD0012,Mutual Fund,1407069.03,branch,NORTH ZONE,Delhi,Arun Mehta,Reversed,Penalty Charge - Mutual Fund - Nov 2016,253272.43,325.3,1153471.3
TXN9558649,CUST16461,14-Aug-17,Debit,PRD0010,Fixed Deposit,Rs.1028205.4,NEFT/RTGS,  East Zone,Delhi,Sunita Rao,Pending,Debit - Fixed Deposit - Aug 2017,0,320.31,4462794.34
TXN6323274,CUST33206,10-03-2017,IMPS,PRD0006,business loan,4384748.65,  Internet Banking,East Zone,  Punjab,Rajesh Sharma,Failed,IMPS - Business Loan - Oct 2017,0,157.63,4384591.02
TXN1282947,CUST91490,24-11-2022,Transfer,PRD0010,Fixed Deposit,3898244.86,neft/rtgs,SOUTH ZONE,Madhya Pradesh,Priya Nair,Reversed,Transfer - Fixed Deposit - Nov 2022,701684.07,462.43,3196098.36
TXN8425126,CUST60342,06-07-2023,EMI Payment,PRD0012,Mutual Fund,4171588.9,Phone Banking,Central Zone,  Delhi,sunita rao,completed,EMI Payment - Mutual Fund - Jul 2023,750886,144.64,3420558.26
TXN1297390,CUST78679,01-Mar-17,UPI,PRD0008,Credit Card,1462018.06,Phone Banking,South Zone,Rajasthan,Ramesh Yadav,Reversed,UPI - Credit Card - Mar 2017,0,Rs.188.59,1461829.47
TXN9053239,CUST15881,12-01-2016,NEFT,PRD0004,GOLD LOAN,839150.23,Internet Banking,East Zone,Uttar Pradesh,Anita Bose,Completed,NEFT - Gold Loan - Jan 2016,151047.04,238.83,839150.23
TXN4688890,CUST64304,25-Jul-15,  Cash Deposit,PRD0017,auto loan,1708586.39,Mobile App,North Zone,Tamil Nadu,Arun Mehta,Completed,Cash Deposit - Auto Loan - Jul 2015,307545.55,342.35,1400698.49
TXN6044864,CUST51116,17-Jul-18,IMPS,PRD0014,OD Facility,1261041.9,Mobile App,South Zone,West Bengal,Rajesh Sharma,Reversed,IMPS - OD Facility - Jul 2018,226987.54,196.73,1033857.63
TXN6553967,CUST30286,20-01-2015,Interest Credit,PRD0011,Recurring Deposit,2272986.84,Mobile App,Central Zone,West Bengal,Rajesh Sharma,Reversed,Interest Credit - Recurring Deposit - Jan 2015,0,112.46,2272874.38
TXN1416150,CUST93472,12-07-2010,Cash Withdrawal,PRD0010,Fixed Deposit,870899.23,phone banking,north zone,  West Bengal,Rajesh Sharma,Reversed,Cash Withdrawal - Fixed Deposit - Jul 2010,156761.86,476.48,713660.89
TXN1888037,CUST93634,04-07-2025,LOAN DISBURSAL,PRD0012,Mutual Fund,2767171.98,Phone Banking,North Zone,Odisha,ARUN MEHTA,completed,Loan Disbursal - Mutual Fund - Jul 2025,498090.96,214.62,2268866.4
TXN8016574,CUST59528,03-11-2016,RTGS,PRD0004,Gold Loan,2258271.97,Branch,West Zone,Maharashtra,Nitin Joshi,Under Review,RTGS - Gold Loan - Feb 2010,0,267.07,2258004.9
TXN1570536,CUST67065,02-02-2013,Transfer,PRD0012,Mutual Fund,4870835.63,NEFT/RTGS,west zone,Delhi,kavitha subramanian,Completed,Transfer - Mutual Fund - Sep 2010,876750.41,338.18,3993747.04
TXN4857718,CUST80972,30-04-2025,UPI,PRD0013,Insurance,2525870.8,MOBILE APP,West Zone,Karnataka,Amit Patel,Completed,UPI - Insurance - Apr 2025,0,341.74,2525529.06
TXN5174633,CUST90863,09-07-2019,Transfer,PRD0008,  Credit Card,1474319.62,NEFT/RTGS,north zone,uttar pradesh,Kavitha Subramanian,Under Review,Transfer - Credit Card - Jul 2019,265377.53,72.12,1208869.97
TXN4141461,CUST69892,01-03-2024,Debit,PRD0009,savings account,653607.29,Phone Banking,central zone,ANDHRA PRADESH,Mohan Das,Pending,Debit - Savings Account - Jun 2020,117649.31,201.21,653607.29
TXN6487665,CUST30730,23-10-2021,  Credit,PRD0011,Recurring Deposit,1772558.14,ATM,East Zone,Uttar Pradesh,Kavitha Subramanian,Reversed,Credit - Recurring Deposit - Oct 2021,0,242.35,1772315.79
TXN6919778,CUST52688,05-06-2017,debit,PRD0007,Loan Against Property,4037152.72,Branch,Central Zone,Karnataka,Ramesh Yadav,Reversed,Debit - Loan Against Property - Jun 2012,726687.49,49.91,3310415.32
TXN2612482,CUST39933,20-10-2021,Loan Disbursal,PRD0008,Credit Card,1357419.43,POS,East Zone,Odisha,Rajesh Sharma,Under Review,Loan Disbursal - Credit Card - Oct 2021,244335.5,96.15,1112987.78
TXN6573051,CUST84455,29-02-2020,Interest Credit,PRD0001,Home Loan,2898282.14,BRANCH,north zone,PUNJAB,ANITA BOSE,Completed,Interest Credit - Home Loan - Oct 2021,0,255.73,2898026.41
TXN1224453,CUST84455,16-10-2021,Interest Credit,PRD0001,Home Loan,2898282.14,Branch,North Zone,Punjab,Anita Bose,Completed,Interest Credit - Home Loan - Oct 2021,0,255.73,2898026.41
TXN6845131,CUST38110,25-06-2020,Debit,PRD0012,Mutual Fund,4877707.43,POS,West Zone,Maharashtra,Rajesh Sharma,Pending,Debit - Mutual Fund - Mar 2025,0,227.17,4877480.26
TXN9799204,CUST29331,16-Dec-14,Cash Deposit,PRD0006,Business Loan,4226241.53,Internet Banking,Central Zone,Odisha,Ramesh Yadav,Under Review,Cash Deposit - Business Loan - Dec 2014,760723.48,327.4,3465190.65
TXN8788009,CUST36041,13-05-2017,cash withdrawal,PRD0013,Insurance,3075886.38,NEFT/RTGS,north zone,Haryana,Vijay Kumar,Completed,Cash Withdrawal - Insurance - May 2017,0,Rs.461.07,Rs.3075425.31
TXN8664356,CUST24832,01-10-2024,Debit,PRD0001,Home Loan,2849440.59,ATM,SOUTH ZONE,Uttar Pradesh,nitin joshi,Failed,Debit - Home Loan - Oct 2024,0,160.9,Rs.2849279.69
TXN3271965,CUST42955,12-Feb-13,Debit,PRD0006,Business Loan,2860976.87,Branch,West Zone,Rajasthan,MOHAN DAS,completed,Debit - Business Loan - Feb 2013,514975.84,134.66,2345866.37
TXN1240903,CUST16076,05-07-2010,UPI,PRD0005,Education Loan,673506.04,NEFT/RTGS,south zone,Tamil Nadu,Sunita Rao,Reversed,UPI - Education Loan - May 2010,121231.09,433.97,551840.98
TXN9558900,CUST50166,10-11-2015,EMI Payment,PRD0002,Personal Loan,225288.06,Branch,East Zone,tamil nadu,Meena Iyer,Pending,EMI Payment - Personal Loan - Nov 2015,40551.85,132.51,184603.7
TXN6842763,CUST61697,14-04-2014,Loan Disbursal,PRD0010,Fixed Deposit,818078.41,POS,north zone,Telangana,RAMESH YADAV,Pending,Loan Disbursal - Fixed Deposit - Apr 2014,147254.11,465.52,670358.78
TXN4447616,CUST62761,30-04-2018,Loan Disbursal,PRD0011,Recurring Deposit,3877860.42,ATM,Central Zone,Haryana,Arun Mehta,Completed,Loan Disbursal - Recurring Deposit - Jan 2023,0,252.82,Rs.3179592.72
TXN6344469,CUST74174,09-Oct-16,Cash Deposit,PRD0014,od facility,1496309.23,Internet Banking,Central Zone,Odisha,nitin joshi,Under Review,Cash Deposit - OD Facility - Oct 2016,0,310.59,1495998.64
TXN4038768,CUST49917,06-08-2018,interest credit,PRD0006,  Business Loan,4183556.82,Branch,north zone,ODISHA,Nitin Joshi,Reversed,Interest Credit - Business Loan - Aug 2018,0,405.48,4183556.82
TXN7297521,CUST62761,30-04-2018,EMI Payment,PRD0004,Gold Loan,3622942.99,ATM,north zone,Uttar Pradesh,Kavitha Subramanian,Under Review,EMI Payment - Gold Loan - Jan 2019,0,296.21,3622646.78
TXN8895068,CUST27840,18-03-2012,Loan Disbursal,PRD0017,auto loan,178139.65,Mobile App,East Zone,Odisha,  Nitin Joshi,Completed,Loan Disbursal - Auto Loan - Apr 2015,32065.14,202.8,145871.71
TXN8361170,CUST87165,03-11-2023,UPI,PRD0009,Savings Account,Rs.1028205.4,POS,North Zone,maharashtra,ANITA BOSE,Pending,UPI - Savings Account - Sep 2017,0,244.17,1947803.67
TXN7672705,CUST70036,26-11-2017,Penalty Charge,PRD0009,Savings Account,4337649.71,ATM,SOUTH ZONE,Andhra Pradesh,Amit Patel,Failed,Penalty Charge - Savings Account - Jul 2014,780776.95,90.84,3556781.92
TXN3023572,CUST50378,06-05-2017,IMPS,PRD0003,  Auto Loan,3857435.83,NEFT/RTGS,East Zone,UTTAR PRADESH,Vijay Kumar,Pending,IMPS - Home Loan - Jan 2013,694338.45,369.12,3162728.26
TXN4083541,CUST45989,06-06-2018,IMPS,PRD0005,EDUCATION LOAN,Rs.3481816.77,Mobile App,West Zone,RAJASTHAN,nitin joshi,Under Review,IMPS - Education Loan - Jun 2018,626727.02,449.81,2854639.94
TXN4137657,CUST31750,09-03-2021,loan disbursal,PRD0017,auto loan,1606595.14,  POS,Central Zone,Punjab,Lalita Devi,Pending,Loan Disbursal - Auto Loan - Jul 2020,Rs.0,432.48,1606162.66
TXN1710798,CUST74491,26-12-2016,RTGS,PRD0012,Mutual Fund,479928.21,MOBILE APP,north zone,Uttar Pradesh,Amit Patel,Under Review,RTGS - Mutual Fund - Dec 2016,86387.08,80.2,393460.93
TXN8495721,CUST70810,20-08-2017,NEFT,PRD0011,Recurring Deposit,1826372.51,POS,  Central Zone,Karnataka,Rajesh Sharma,Failed,NEFT - Recurring Deposit - Aug 2017,328747.05,16.13,1497609.33
TXN5187803,CUST18694,10-07-2025,RTGS,PRD0006,Business Loan,1904428.02,Mobile App,CENTRAL ZONE,Maharashtra,ramesh yadav,Pending,RTGS - Business Loan - Jul 2018,342797.04,332.29,1904428.02
